Table 1: Border Crossing/Entry Query Results at Port Level (Monthly)
Port Name, Year, Month, Trucks, Loaded Truck Containers, Empty Truck Containers, Trains, Loaded Rail Containers, Empty Rail Containers, Train Passengers, Buses, Bus Passengers, Personal Vehicles, Personal Vehicle Passengers, Pedestrians, 
AK: Alcan                                                   , 2008, 01 - JAN, 479, 455, 44, 0, 0, 0, 0, 8, 22, 749, 1482, 1, 
AK: Alcan                                                   , 2008, 02 - FEB, 520, 501, 30, 0, 0, 0, 0, 11, 109, 928, 1713, 0, 
AK: Alcan                                                   , 2008, 03 - MAR, 610, 591, 21, 0, 0, 0, 0, 8, 28, 1704, 3043, 0, 
AK: Alcan                                                   , 2008, 04 - APR, 600, 571, 23, 0, 0, 0, 0, 9, 19, 2497, 4394, 2, 
AK: Alcan                                                   , 2008, 05 - MAY, 655, 616, 18, 0, 0, 0, 0, 27, 442, 5760, 10845, 4, 
AK: Alcan                                                   , 2008, 06 - JUN, 722, 678, 20, 0, 0, 0, 0, 91, 2602, 9611, 21959, 0, 
AK: Alcan                                                   , 2008, 07 - JUL, 625, 586, 31, 0, 0, 0, 0, 111, 2958, 8835, 19479, 29, 
AK: Alcan                                                   , 2008, 08 - AUG, 531, 467, 13, 0, 0, 0, 0, 89, 2659, 6455, 14787, 28, 
AK: Alcan                                                   , 2008, 09 - SEP, 445, 434, 6, 0, 0, 0, 0, 0, 0, 2560, 0, 0, 
AK: Alcan                                                   , 2008, 10 - OCT, 552, 474, 24, 0, 0, 0, 0, 8, 70, 1624, 3080, 1, 
AK: Alcan                                                   , 2008, 11 - NOV, 473, 478, 11, 0, 0, 0, 0, 5, 13, 980, 1947, 1, 
AK: Alcan                                                   , 2008, 12 - DEC, 437, 408, 11, 0, 0, 0, 0, 20, 0, 834, 1607, 0, 
AK: Alcan                                                   , 2009, 01 - JAN, 473, 474, 15, 0, 0, 0, 0, 3, 10, 799, 1487, 1, 
AK: Alcan                                                   , 2009, 02 - FEB, 492, 480, 12, 0, 0, 0, 0, 6, 91, 903, 1752, 1, 
AK: Alcan                                                   , 2009, 03 - MAR, 534, 562, 8, 0, 0, 0, 0, 4, 26, 1803, 3258, 0, 
AK: Alcan                                                   , 2009, 04 - APR, 501, 508, 14, 0, 0, 0, 0, 7, 15, 2371, 4249, 0, 
AK: Alcan                                                   , 2009, 05 - MAY, 633, 611, 6, 0, 0, 0, 0, 37, 790, 5761, 10880, 2, 
AK: Alcan                                                   , 2009, 06 - JUN, 626, 580, 16, 0, 0, 0, 0, 97, 2522, 9734, 19631, 0, 
AK: Alcan                                                   , 2009, 07 - JUL, 705, 616, 11, 0, 0, 0, 0, 91, 1949, 8750, 21445, 5, 
AK: Alcan                                                   , 2009, 08 - AUG, 620, 591, 4, 0, 0, 0, 0, 78, 2092, 7100, 15378, 54, 
AK: Alcan                                                   , 2009, 09 - SEP, 573, 503, 11, 0, 0, 0, 0, 36, 500, 6070, 6695, 0, 
AK: Alcan                                                   , 2009, 10 - OCT, 101, 494, 21, 0, 0, 0, 0, 19, 88, 1657, 3059, 0, 
AK: Alcan                                                   , 2009, 11 - NOV, 101, 487, 3, 0, 0, 0, 0, 5, 21, 1133, 2124, 0, 
AK: Alcan                                                   , 2009, 12 - DEC, 57, 476, 6, 0, 0, 0, 0, 6, 35, 864, 1597, 1, 
AK: Alcan                                                   , 2010, 01 - JAN, 70, 521, 5, 0, 0, 0, 0, 4, 10, 800, 1533, 0, 
AK: Alcan                                                   , 2010, 02 - FEB, 77, 492, 7, 0, 0, 0, 0, 11, 91, 775, 1435, 3, 
AK: Alcan                                                   , 2010, 03 - MAR, 81, 565, 9, 0, 0, 0, 0, 8, 32, 1706, 2830, 0, 
AK: Alcan                                                   , 2010, 04 - APR, 126, 700, 5, 0, 0, 0, 0, 8, 20, 2716, 4788, 1, 
AK: Alcan                                                   , 2010, 05 - MAY, 106, 774, 9, 0, 0, 0, 0, 28, 395, 6148, 11170, 0, 
AK: Alcan                                                   , 2010, 06 - JUN, 98, 741, 4, 0, 0, 0, 0, 94, 2213, 10517, 20438, 0, 
AK: Alcan                                                   , 2010, 07 - JUL, 96, 713, 8, 0, 0, 0, 0, 136, 3575, 9415, 19789, 2, 
AK: Alcan                                                   , 2010, 08 - AUG, 117, 665, 0, 0, 0, 0, 0, 154, 4150, 6277, 14703, 56, 
AK: Alcan                                                   , 2010, 09 - SEP, 123, 572, 1, 0, 0, 0, 0, 28, 588, 3127, 6208, 9, 
AK: Alcan                                                   , 2010, 10 - OCT, 84, 420, 1, 0, 0, 0, 0, 5, 40, 1647, 3165, 0, 
AK: Alcan                                                   , 2010, 11 - NOV, 86, 516, 2, 0, 0, 0, 0, 2, 6, 1051, 1902, 1, 
AK: Alcan                                                   , 2010, 12 - DEC, 64, 526, 8, 0, 0, 0, 0, 3, 13, 878, 1687, 0, 
AK: Alcan                                                   , 2011, 01 - JAN, 71, 534, 3, 0, 0, 0, 0, 9, 44, 807, 1529, 0, 
AK: Alcan                                                   , 2011, 02 - FEB, 56, 430, 3, 0, 0, 0, 0, 5, 27, 980, 1864, 0, 
AK: Alcan                                                   , 2011, 03 - MAR, 78, 548, 4, 0, 0, 0, 0, 5, 16, 1868, 3292, 0, 
AK: Alcan                                                   , 2011, 04 - APR, 73, 523, 1, 0, 0, 0, 0, 4, 8, 2506, 4396, 1, 
AK: Alcan                                                   , 2011, 05 - MAY, 92, 678, 5, 0, 0, 0, 0, 31, 692, 5371, 10173, 7, 
AK: Alcan                                                   , 2011, 06 - JUN, 102, 682, 6, 0, 0, 0, 0, 136, 4050, 8842, 17520, 7, 
AK: Alcan                                                   , 2011, 07 - JUL, 99, 412, 8, 0, 0, 0, 0, 148, 4115, 9171, 18701, 9, 
AK: Alcan                                                   , 2011, 08 - AUG, 117, 593, 5, 0, 0, 0, 0, 150, 4643, 6839, 13989, 67, 
AK: Alcan                                                   , 2011, 09 - SEP, 115, 549, 11, 0, 0, 0, 0, 39, 659, 3268, 6460, 3, 
AK: Alcan                                                   , 2011, 10 - OCT, 84, 513, 28, 0, 0, 0, 0, 2, 6, 1491, 2832, 4, 
AK: Alcan                                                   , 2011, 11 - NOV, 72, 527, 15, 0, 0, 0, 0, 2, 7, 998, 1769, 2, 
AK: Alcan                                                   , 2011, 12 - DEC, 77, 497, 27, 0, 0, 0, 0, 1, 1, 725, 1393, 1, 
AK: Alcan                                                   , 2012, 01 - JAN, 66, 420, 40, 0, 0, 0, 0, 0, 0, 670, 1321, 0, 
AK: Alcan                                                   , 2012, 02 - FEB, 71, 449, 15, 0, 0, 0, 0, 0, 0, 752, 1439, 0, 
AK: Alcan                                                   , 2012, 03 - MAR, 59, 501, 3, 0, 0, 0, 0, 10, 320, 1508, 2756, 0, 
AK: Alcan                                                   , 2012, 04 - APR, 74, 503, 7, 0, 0, 0, 0, 3, 11, 2263, 3958, 2, 
AK: Alcan                                                   , 2012, 05 - MAY, 86, 659, 12, 0, 0, 0, 0, 33, 769, 5106, 9575, 2, 
AK: Alcan                                                   , 2012, 06 - JUN, 134, 653, 20, 0, 0, 0, 0, 123, 3407, 8769, 17528, 10, 
AK: Alcan                                                   , 2012, 07 - JUL, 102, 510, 11, 0, 0, 0, 0, 124, 3656, 9244, 19545, 6, 
AK: Alcan                                                   , 2012, 08 - AUG, 137, 620, 21, 0, 0, 0, 0, 126, 4133, 6720, 14493, 11, 
AK: Alcan                                                   , 2012, 09 - SEP, 97, 503, 29, 0, 0, 0, 0, 15, 447, 3303, 6518, 6, 
AK: Alcan                                                   , 2012, 10 - OCT, 55, 465, 48, 0, 0, 0, 0, 0, 0, 1539, 2858, 1, 
AK: Alcan                                                   , 2012, 11 - NOV, 88, 516, 57, 0, 0, 0, 0, 0, 0, 990, 1793, 0, 
AK: Alcan                                                   , 2012, 12 - DEC, 61, 453, 44, 0, 0, 0, 0, 1, 2, 646, 1260, 0, 
AK: Alcan                                                   , 2013, 01 - JAN, 96, 529, 26, 0, 0, 0, 0, 1, 17, 684, 1258, 0, 
AK: Alcan                                                   , 2013, 02 - FEB, 85, 406, 38, 0, 0, 0, 0, 1, 18, 767, 1451, 0, 
AK: Alcan                                                   , 2013, 03 - MAR, 124, 542, 41, 0, 0, 0, 0, 0, 0, 1495, 2670, 0, 
AK: Alcan                                                   , 2013, 04 - APR, 71, 520, 26, 0, 0, 0, 0, 1, 11, 2202, 3905, 0, 
AK: Alcan                                                   , 2013, 05 - MAY, 56, 582, 14, 0, 0, 0, 0, 37, 692, 331, 8880, 0, 
AK: Alcan                                                   , 2013, 06 - JUN, 91, 581, 25, 0, 0, 0, 0, 116, 3429, 615, 18022, 13, 
AK: Alcan                                                   , 2013, 07 - JUL, 98, 621, 20, 0, 0, 0, 0, 107, 3373, 566, 19135, 19, 
AK: Alcan                                                   , 2013, 08 - AUG, 94, 572, 12, 0, 0, 0, 0, 130, 3641, 484, 13819, 11, 
AK: Alcan                                                   , 2013, 09 - SEP, 72, 439, 10, 0, 0, 0, 0, 33, 859, 3240, 6025, 3, 
AK: Alcan                                                   , 2013, 10 - OCT, 70, 614, 23, 0, 0, 0, 0, 0, 0, 1425, 2587, 2, 
AK: Alcan                                                   , 2013, 11 - NOV, 66, 507, 31, 0, 0, 0, 0, 0, 0, 1024, 0, 0, 
AK: Alcan                                                   , 2013, 12 - DEC, 65, 496, 22, 0, 0, 0, 0, 0, 0, 747, 1493, 0, 
AK: Alcan                                                   , 2014, 01 - JAN, 56, 543, 21, 0, 0, 0, 0, 1, 9, 778, 1493, 0, 
AK: Alcan                                                   , 2014, 02 - FEB, 245, 452, 12, 0, 0, 0, 0, 3, 11, 751, 1383, 0, 
AK: Alcan                                                   , 2014, 03 - MAR, 570, 511, 30, 0, 0, 0, 0, 4, 23, 1353, 2548, 0, 
AK: Alcan                                                   , 2014, 04 - APR, 592, 459, 39, 0, 0, 0, 0, 4, 4, 2316, 4072, 0, 
AK: Alcan                                                   , 2014, 05 - MAY, 741, 529, 23, 0, 0, 0, 0, 5, 49, 5369, 9885, 3, 
AK: Alcan                                                   , 2014, 06 - JUN, 647, 441, 19, 0, 0, 0, 0, 45, 1097, 9237, 18142, 8, 
AK: Alcan                                                   , 2014, 07 - JUL, 731, 541, 33, 0, 0, 0, 0, 66, 1238, 9301, 19181, 19, 
AK: Alcan                                                   , 2014, 08 - AUG, 562, 393, 16, 0, 0, 0, 0, 29, 792, 5149, 10422, 71, 
AK: Alcan                                                   , 2014, 09 - SEP, 547, 383, 22, 0, 0, 0, 0, 22, 355, 3208, 5773, 16, 
AK: Alcan                                                   , 2014, 10 - OCT, 589, 524, 9, 0, 0, 0, 0, 0, 0, 1537, 2694, 4, 
AK: Alcan                                                   , 2014, 11 - NOV, 526, 478, 21, 0, 0, 0, 0, 0, 0, 996, 1908, 0, 
AK: Alcan                                                   , 2014, 12 - DEC, 516, 504, 45, 0, 0, 0, 0, 1, 3, 810, 1605, 0, 
AK: Alcan                                                   , 2015, 01 - JAN, 602, 535, 49, 0, 0, 0, 0, 3, 4, 738, 1406, 1, 
AK: Alcan                                                   , 2015, 02 - FEB, 481, 443, 30, 0, 0, 0, 0, 2, 32, 832, 2148, 21, 
AK: Alcan                                                   , 2015, 03 - MAR, 540, 539, 31, 0, 0, 0, 0, 1, 13, 1602, 2961, 0, 
AK: Alcan                                                   , 2015, 04 - APR, 629, 576, 22, 0, 0, 0, 0, 4, 4, 2742, 4936, 55, 
AK: Alcan                                                   , 2015, 05 - MAY, 753, 630, 15, 0, 0, 0, 0, 10, 165, 6249, 11894, 200, 
AK: Alcan                                                   , 2015, 06 - JUN, 659, 557, 11, 0, 0, 0, 0, 43, 990, 9871, 19657, 795, 
AK: Alcan                                                   , 2015, 07 - JUL, 653, 544, 21, 0, 0, 0, 0, 64, 1591, 10351, 21158, 1188, 
AK: Alcan                                                   , 2015, 08 - AUG, 542, 426, 2, 0, 0, 0, 0, 59, 1193, 7095, 14098, 22, 
AK: Alcan                                                   , 2015, 09 - SEP, 557, 498, 17, 0, 0, 0, 0, 23, 372, 4272, 9440, 389, 
AK: Alcan                                                   , 2015, 10 - OCT, 468, 447, 5, 0, 0, 0, 0, 3, 27, 1689, 3663, 28, 
AK: Alcan                                                   , 2015, 11 - NOV, 458, 447, 14, 0, 0, 0, 0, 1, 10, 1145, 2652, 18, 
AK: Alcan                                                   , 2015, 12 - DEC, 408, 412, 17, 0, 0, 0, 0, 0, 0, 838, 2288, 54, 
AK: Alcan                                                   , 2016, 01 - JAN, 508, 464, 10, 0, 0, 0, 0, 1, 8, 762, 2098, 120, 
AK: Alcan                                                   , 2016, 02 - FEB, 464, 443, 14, 0, 0, 0, 0, 2, 17, 879, 2314, 14, 
AK: Alcan                                                   , 2016, 03 - MAR, 571, 553, 10, 0, 0, 0, 0, 0, 0, 1668, 3902, 1, 
AK: Alcan                                                   , 2016, 04 - APR, 597, 614, 1, 0, 0, 0, 0, 12, 15, 2961, 5973, 5, 
AK: Alcan                                                   , 2016, 05 - MAY, 620, 639, 0, 0, 0, 0, 0, 10, 74, 6041, 13057, 352, 
AK: Alcan                                                   , 2016, 06 - JUN, 605, 602, 7, 0, 0, 0, 0, 60, 1225, 10927, 27399, 37, 
AK: Alcan                                                   , 2016, 07 - JUL, 670, 658, 11, 0, 0, 0, 0, 60, 1217, 10473, 25215, 139, 
AK: Alcan                                                   , 2016, 08 - AUG, 514, 473, 4, 0, 0, 0, 0, 53, 990, 8923, 17837, 42, 
AK: Alcan                                                   , 2016, 09 - SEP, 465, 479, 0, 0, 0, 0, 0, 14, 189, 3850, 8755, 487, 
AK: Alcan                                                   , 2016, 10 - OCT, 488, 500, 0, 0, 0, 0, 0, 1, 13, 1737, 3851, 67, 
AK: Alcan                                                   , 2016, 11 - NOV, 480, 401, 2, 0, 0, 0, 0, 0, 0, 1122, 2642, 31, 
AK: Alcan                                                   , 2016, 12 - DEC, 423, 393, 0, 0, 0, 0, 0, 1, 14, 729, 1953, 12, 
AK: Dalton Cache                                            , 2008, 01 - JAN, 53, 42, 43, 0, 0, 0, 0, 41, 95, 448, 905, 1, 
AK: Dalton Cache                                            , 2008, 02 - FEB, 54, 46, 38, 0, 0, 0, 0, 23, 47, 327, 597, 0, 
AK: Dalton Cache                                            , 2008, 03 - MAR, 73, 48, 66, 0, 0, 0, 0, 32, 74, 733, 1531, 4, 
AK: Dalton Cache                                            , 2008, 04 - APR, 62, 30, 26, 0, 0, 0, 0, 38, 137, 825, 1687, 13, 
AK: Dalton Cache                                            , 2008, 05 - MAY, 55, 47, 42, 0, 0, 0, 0, 2, 19, 1255, 2671, 23, 
AK: Dalton Cache                                            , 2008, 06 - JUN, 67, 43, 46, 0, 0, 0, 0, 5, 81, 2483, 5394, 253, 
AK: Dalton Cache                                            , 2008, 07 - JUL, 72, 26, 27, 0, 0, 0, 0, 20, 255, 2767, 6135, 15, 
AK: Dalton Cache                                            , 2008, 08 - AUG, 62, 59, 37, 0, 0, 0, 0, 7, 103, 2892, 6386, 0, 
AK: Dalton Cache                                            , 2008, 09 - SEP, 64, 60, 40, 0, 0, 0, 0, 5, 74, 1558, 3172, 5, 
AK: Dalton Cache                                            , 2008, 10 - OCT, 48, 47, 26, 0, 0, 0, 0, 1, 9, 1094, 2281, 2, 
AK: Dalton Cache                                            , 2008, 11 - NOV, 51, 53, 40, 0, 0, 0, 0, 2, 28, 501, 989, 1, 
AK: Dalton Cache                                            , 2008, 12 - DEC, 41, 30, 37, 0, 0, 0, 0, 0, 0, 345, 681, 1, 
AK: Dalton Cache                                            , 2009, 01 - JAN, 37, 29, 22, 0, 0, 0, 0, 0, 0, 384, 816, 2, 
AK: Dalton Cache                                            , 2009, 02 - FEB, 53, 30, 35, 0, 0, 0, 0, 1, 11, 295, 602, 2, 
AK: Dalton Cache                                            , 2009, 03 - MAR, 69, 49, 57, 0, 0, 0, 0, 1, 11, 447, 939, 2, 
AK: Dalton Cache                                            , 2009, 04 - APR, 55, 26, 59, 0, 0, 0, 0, 1, 16, 817, 1679, 0, 
AK: Dalton Cache                                            , 2009, 05 - MAY, 66, 53, 65, 0, 0, 0, 0, 3, 27, 1340, 2772, 29, 
AK: Dalton Cache                                            , 2009, 06 - JUN, 87, 41, 69, 0, 0, 0, 0, 10, 91, 2396, 4662, 455, 
AK: Dalton Cache                                            , 2009, 07 - JUL, 93, 48, 112, 0, 0, 0, 0, 7, 132, 3155, 6960, 51, 
AK: Dalton Cache                                            , 2009, 08 - AUG, 90, 47, 87, 0, 0, 0, 0, 16, 62, 2861, 6112, 16, 
AK: Dalton Cache                                            , 2009, 09 - SEP, 91, 48, 91, 0, 0, 0, 0, 0, 0, 1728, 3470, 30, 
AK: Dalton Cache                                            , 2009, 10 - OCT, 88, 37, 75, 0, 0, 0, 0, 3, 9, 1170, 2204, 1, 
AK: Dalton Cache                                            , 2009, 11 - NOV, 71, 9, 93, 0, 0, 0, 0, 1, 12, 515, 990, 4, 
AK: Dalton Cache                                            , 2009, 12 - DEC, 92, 34, 109, 0, 0, 0, 0, 0, 0, 416, 830, 4, 
AK: Dalton Cache                                            , 2010, 01 - JAN, 99, 46, 112, 0, 0, 0, 0, 1, 22, 513, 969, 0, 
AK: Dalton Cache                                            , 2010, 02 - FEB, 87, 30, 143, 0, 0, 0, 0, 0, 0, 416, 1025, 0, 
AK: Dalton Cache                                            , 2010, 03 - MAR, 112, 40, 124, 0, 0, 0, 0, 1, 14, 579, 1190, 0, 
AK: Dalton Cache                                            , 2010, 04 - APR, 154, 58, 182, 0, 0, 0, 0, 0, 0, 947, 1967, 3, 
AK: Dalton Cache                                            , 2010, 05 - MAY, 170, 59, 229, 0, 0, 0, 0, 2, 36, 1459, 2795, 23, 
AK: Dalton Cache                                            , 2010, 06 - JUN, 201, 63, 226, 0, 0, 0, 0, 4, 73, 2672, 5600, 274, 
AK: Dalton Cache                                            , 2010, 07 - JUL, 231, 63, 233, 0, 0, 0, 0, 9, 199, 3342, 7278, 27, 
AK: Dalton Cache                                            , 2010, 08 - AUG, 162, 64, 214, 0, 0, 0, 0, 11, 103, 3037, 6428, 14, 
AK: Dalton Cache                                            , 2010, 09 - SEP, 212, 49, 335, 0, 0, 0, 0, 2, 34, 1722, 3354, 35, 
AK: Dalton Cache                                            , 2010, 10 - OCT, 187, 46, 268, 0, 0, 0, 0, 1, 11, 1211, 2370, 0, 
AK: Dalton Cache                                            , 2010, 11 - NOV, 143, 51, 184, 0, 0, 0, 0, 0, 0, 593, 1199, 0, 
AK: Dalton Cache                                            , 2010, 12 - DEC, 168, 37, 220, 0, 0, 0, 0, 0, 0, 340, 592, 1, 
AK: Dalton Cache                                            , 2011, 01 - JAN, 178, 32, 282, 0, 0, 0, 0, 0, 0, 490, 1023, 4, 
AK: Dalton Cache                                            , 2011, 02 - FEB, 147, 39, 202, 0, 0, 0, 0, 2, 58, 355, 730, 3, 
AK: Dalton Cache                                            , 2011, 03 - MAR, 115, 38, 226, 0, 0, 0, 0, 0, 0, 481, 990, 0, 
AK: Dalton Cache                                            , 2011, 04 - APR, 99, 45, 133, 0, 0, 0, 0, 0, 0, 790, 1735, 24, 
AK: Dalton Cache                                            , 2011, 05 - MAY, 66, 36, 101, 0, 0, 0, 0, 5, 51, 1319, 2858, 10, 
AK: Dalton Cache                                            , 2011, 06 - JUN, 112, 46, 148, 0, 0, 0, 0, 4, 84, 2186, 5128, 283, 
AK: Dalton Cache                                            , 2011, 07 - JUL, 78, 42, 109, 0, 0, 0, 0, 8, 170, 2964, 6642, 12, 
AK: Dalton Cache                                            , 2011, 08 - AUG, 102, 55, 159, 0, 0, 0, 0, 5, 56, 3564, 5969, 10, 
AK: Dalton Cache                                            , 2011, 09 - SEP, 62, 46, 128, 0, 0, 0, 0, 3, 40, 1744, 3516, 33, 
AK: Dalton Cache                                            , 2011, 10 - OCT, 49, 36, 78, 0, 0, 0, 0, 2, 24, 1117, 2397, 13, 
AK: Dalton Cache                                            , 2011, 11 - NOV, 36, 28, 57, 0, 0, 0, 0, 1, 9, 379, 742, 0, 
AK: Dalton Cache                                            , 2011, 12 - DEC, 47, 39, 80, 0, 0, 0, 0, 0, 0, 293, 607, 1, 
AK: Dalton Cache                                            , 2012, 01 - JAN, 47, 34, 78, 0, 0, 0, 0, 0, 0, 425, 698, 0, 
AK: Dalton Cache                                            , 2012, 02 - FEB, 50, 41, 99, 0, 0, 0, 0, 1, 38, 368, 755, 0, 
AK: Dalton Cache                                            , 2012, 03 - MAR, 76, 49, 124, 0, 0, 0, 0, 0, 0, 517, 1062, 0, 
AK: Dalton Cache                                            , 2012, 04 - APR, 86, 48, 115, 0, 0, 0, 0, 0, 0, 906, 2024, 0, 
AK: Dalton Cache                                            , 2012, 05 - MAY, 72, 56, 107, 0, 0, 0, 0, 2, 38, 1229, 2820, 30, 
AK: Dalton Cache                                            , 2012, 06 - JUN, 83, 52, 87, 0, 0, 0, 0, 7, 79, 2428, 5308, 31, 
AK: Dalton Cache                                            , 2012, 07 - JUL, 96, 64, 134, 0, 0, 0, 0, 15, 221, 2889, 6563, 13, 
AK: Dalton Cache                                            , 2012, 08 - AUG, 99, 39, 130, 0, 0, 0, 0, 4, 59, 2747, 6217, 15, 
AK: Dalton Cache                                            , 2012, 09 - SEP, 86, 51, 105, 0, 0, 0, 0, 3, 46, 1895, 3651, 24, 
AK: Dalton Cache                                            , 2012, 10 - OCT, 63, 55, 57, 0, 0, 0, 0, 0, 0, 1219, 2519, 1, 
AK: Dalton Cache                                            , 2012, 11 - NOV, 76, 54, 75, 0, 0, 0, 0, 0, 0, 446, 845, 0, 
AK: Dalton Cache                                            , 2012, 12 - DEC, 98, 39, 133, 0, 0, 0, 0, 0, 0, 224, 567, 0, 
AK: Dalton Cache                                            , 2013, 01 - JAN, 96, 49, 121, 0, 0, 0, 0, 14, 16, 384, 771, 0, 
AK: Dalton Cache                                            , 2013, 02 - FEB, 75, 39, 139, 0, 0, 0, 0, 0, 0, 325, 654, 0, 
AK: Dalton Cache                                            , 2013, 03 - MAR, 95, 57, 109, 0, 0, 0, 0, 0, 0, 626, 1379, 1, 
AK: Dalton Cache                                            , 2013, 04 - APR, 93, 63, 107, 0, 0, 0, 0, 1, 10, 823, 1676, 0, 
AK: Dalton Cache                                            , 2013, 05 - MAY, 89, 43, 142, 0, 0, 0, 0, 1, 52, 1425, 3155, 36, 
AK: Dalton Cache                                            , 2013, 06 - JUN, 88, 58, 82, 0, 0, 0, 0, 8, 105, 2387, 5345, 304, 
AK: Dalton Cache                                            , 2013, 07 - JUL, 99, 49, 128, 0, 0, 0, 0, 10, 197, 2958, 6728, 18, 
AK: Dalton Cache                                            , 2013, 08 - AUG, 110, 62, 136, 0, 0, 0, 0, 4, 71, 2669, 6255, 36, 
AK: Dalton Cache                                            , 2013, 09 - SEP, 107, 52, 145, 0, 0, 0, 0, 4, 72, 1772, 3627, 8, 
AK: Dalton Cache                                            , 2013, 10 - OCT, 93, 51, 143, 0, 0, 0, 0, 2, 13, 1142, 2357, 8, 
AK: Dalton Cache                                            , 2013, 11 - NOV, 86, 41, 144, 0, 0, 0, 0, 0, 0, 587, 937, 0, 
AK: Dalton Cache                                            , 2013, 12 - DEC, 65, 40, 75, 0, 0, 0, 0, 0, 0, 346, 628, 5, 
AK: Dalton Cache                                            , 2014, 01 - JAN, 85, 46, 143, 0, 0, 0, 0, 0, 0, 449, 878, 7, 
AK: Dalton Cache                                            , 2014, 02 - FEB, 99, 39, 226, 0, 0, 0, 0, 0, 0, 368, 741, 0, 
AK: Dalton Cache                                            , 2014, 03 - MAR, 133, 61, 210, 0, 0, 0, 0, 0, 0, 459, 936, 0, 
AK: Dalton Cache                                            , 2014, 04 - APR, 117, 52, 191, 0, 0, 0, 0, 3, 92, 792, 1623, 1, 
AK: Dalton Cache                                            , 2014, 05 - MAY, 99, 52, 148, 0, 0, 0, 0, 2, 13, 1474, 3152, 0, 
AK: Dalton Cache                                            , 2014, 06 - JUN, 110, 58, 160, 0, 0, 0, 0, 4, 113, 2430, 5341, 300, 
AK: Dalton Cache                                            , 2014, 07 - JUL, 72, 56, 171, 0, 0, 0, 0, 17, 496, 2954, 7159, 18, 
AK: Dalton Cache                                            , 2014, 08 - AUG, 65, 51, 161, 0, 0, 0, 0, 9, 156, 3074, 6832, 23, 
AK: Dalton Cache                                            , 2014, 09 - SEP, 77, 54, 237, 0, 0, 0, 0, 4, 73, 1698, 3539, 28, 
AK: Dalton Cache                                            , 2014, 10 - OCT, 103, 43, 196, 0, 0, 0, 0, 1, 14, 1094, 2242, 6, 
AK: Dalton Cache                                            , 2014, 11 - NOV, 69, 41, 113, 0, 0, 0, 0, 0, 0, 524, 1043, 0, 
AK: Dalton Cache                                            , 2014, 12 - DEC, 67, 42, 88, 0, 0, 0, 0, 1, 14, 377, 768, 2, 
AK: Dalton Cache                                            , 2015, 01 - JAN, 18, 52, 159, 0, 0, 0, 0, 0, 0, 510, 1126, 2, 
AK: Dalton Cache                                            , 2015, 02 - FEB, 11, 44, 308, 0, 0, 0, 0, 0, 0, 385, 908, 0, 
AK: Dalton Cache                                            , 2015, 03 - MAR, 9, 48, 283, 0, 0, 0, 0, 0, 0, 682, 1531, 0, 
AK: Dalton Cache                                            , 2015, 04 - APR, 1, 59, 194, 0, 0, 0, 0, 2, 24, 1927, 2086, 42, 
AK: Dalton Cache                                            , 2015, 05 - MAY, 7, 50, 231, 0, 0, 0, 0, 5, 131, 1789, 3824, 31, 
AK: Dalton Cache                                            , 2015, 06 - JUN, 6, 57, 119, 0, 0, 0, 0, 7, 158, 2738, 5843, 222, 
AK: Dalton Cache                                            , 2015, 07 - JUL, 6, 47, 98, 0, 0, 0, 0, 7, 195, 3052, 7295, 216, 
AK: Dalton Cache                                            , 2015, 08 - AUG, 7, 42, 95, 0, 0, 0, 0, 7, 207, 3201, 6913, 144, 
AK: Dalton Cache                                            , 2015, 09 - SEP, 6, 46, 132, 0, 0, 0, 0, 4, 63, 1987, 3861, 158, 
AK: Dalton Cache                                            , 2015, 10 - OCT, 7, 34, 157, 0, 0, 0, 0, 0, 0, 1268, 2364, 11, 
AK: Dalton Cache                                            , 2015, 11 - NOV, 1, 47, 138, 0, 0, 0, 0, 0, 0, 525, 1176, 1, 
AK: Dalton Cache                                            , 2015, 12 - DEC, 2, 44, 91, 0, 0, 0, 0, 0, 0, 528, 912, 0, 
AK: Dalton Cache                                            , 2016, 01 - JAN, 93, 22, 90, 0, 0, 0, 0, 0, 0, 651, 1142, 6, 
AK: Dalton Cache                                            , 2016, 02 - FEB, 135, 28, 198, 0, 0, 0, 0, 0, 0, 744, 899, 0, 
AK: Dalton Cache                                            , 2016, 03 - MAR, 117, 30, 137, 0, 0, 0, 0, 0, 0, 744, 1791, 0, 
AK: Dalton Cache                                            , 2016, 04 - APR, 112, 37, 154, 0, 0, 0, 0, 0, 0, 1113, 1715, 0, 
AK: Dalton Cache                                            , 2016, 05 - MAY, 126, 31, 174, 0, 0, 0, 0, 6, 136, 1994, 3759, 0, 
AK: Dalton Cache                                            , 2016, 06 - JUN, 128, 22, 196, 0, 0, 0, 0, 7, 120, 3093, 6008, 27, 
AK: Dalton Cache                                            , 2016, 07 - JUL, 97, 27, 115, 0, 0, 0, 0, 6, 125, 3655, 7772, 279, 
AK: Dalton Cache                                            , 2016, 08 - AUG, 106, 22, 193, 0, 0, 0, 0, 11, 197, 3432, 7082, 360, 
AK: Dalton Cache                                            , 2016, 09 - SEP, 107, 26, 133, 0, 0, 0, 0, 6, 105, 3362, 4136, 0, 
AK: Dalton Cache                                            , 2016, 10 - OCT, 89, 38, 139, 0, 0, 0, 0, 0, 0, 1125, 2443, 0, 
