Group Starts,Avg - Delay (Peace Arch South NEXUS),Avg - Delay (Peace Arch South Cars),Avg - Delay (Peace Arch North Cars),Avg - Delay (Peace Arch North NEXUS)
2013-09-29 03:00:00,,0.3,0.0,
2013-09-29 04:00:00,,0.0,0.0,
2013-09-29 05:00:00,,1.5,0.0,
2013-09-29 06:00:00,0.1,4.8,0.0,
2013-09-29 07:00:00,1.8,24.6,0.0,0.0
2013-09-29 08:00:00,2.5,37.1,0.0,0.0
2013-09-29 09:00:00,2.4,35.3,0.0,0.0
2013-09-29 10:00:00,5.9,45.9,0.0,0.0
2013-09-29 11:00:00,3.7,41.5,1.8,0.8
2013-09-29 12:00:00,2.2,42.8,7.7,0.0
2013-09-29 13:00:00,2.9,42.4,0.0,0.0
2013-09-29 14:00:00,2.2,35.9,5.8,5.9
2013-09-29 15:00:00,1.8,22.5,8.9,0.3
2013-09-29 16:00:00,1.8,19.8,14.0,1.3
2013-09-29 17:00:00,1.0,14.0,26.5,0.0
2013-09-29 18:00:00,0.0,7.3,37.9,1.0
2013-09-29 19:00:00,0.0,1.2,56.2,4.2
2013-09-29 20:00:00,,1.1,43.7,4.7
2013-09-29 21:00:00,,1.2,26.8,3.7
2013-09-29 22:00:00,,0.8,11.8,0.0
2013-09-29 23:00:00,,0.8,14.2,0.0
2013-10-05 00:00:00,,8.4,2.3,0.0
2013-10-05 01:00:00,,2.9,2.7,
2013-10-05 02:00:00,,0.0,0.0,
2013-10-05 03:00:00,,0.0,0.0,
2013-10-05 04:00:00,,0.0,0.0,
2013-10-05 05:00:00,2.0,0.7,0.0,
2013-10-05 06:00:00,0.2,1.8,0.0,
2013-10-05 07:00:00,4.4,26.9,9.1,0.0
2013-10-05 08:00:00,6.3,56.8,1.5,0.0
2013-10-05 09:00:00,5.2,67.9,8.2,0.0
2013-10-05 10:00:00,7.9,66.3,16.3,0.0
2013-10-05 11:00:00,7.1,44.2,16.8,6.8
2013-10-05 12:00:00,5.4,38.9,11.0,2.3
2013-10-05 13:00:00,5.4,44.8,14.9,0.0
2013-10-05 14:00:00,5.4,29.7,21.3,0.0
2013-10-05 15:00:00,4.6,15.8,27.1,0.3
2013-10-05 16:00:00,5.3,27.6,33.3,2.3
2013-10-05 17:00:00,7.5,26.4,52.3,7.3
2013-10-05 18:00:00,2.4,17.8,65.4,6.8
2013-10-05 19:00:00,0.8,7.7,93.3,5.1
2013-10-05 20:00:00,1.6,9.3,106.8,8.8
2013-10-05 21:00:00,0.8,11.3,112.3,7.3
2013-10-05 22:00:00,0.0,1.3,74.6,0.0
2013-10-05 23:00:00,0.0,0.5,55.2,0.0
2013-10-06 00:00:00,0.0,0.3,6.8,0.0
2013-10-06 01:00:00,0.0,0.0,0.0,
2013-10-06 02:00:00,,0.0,0.0,
2013-10-06 03:00:00,,0.0,0.0,
2013-10-06 04:00:00,,0.0,0.0,
2013-10-06 05:00:00,,0.1,0.0,
2013-10-06 06:00:00,0.3,4.2,1.6,
2013-10-06 07:00:00,4.8,29.7,0.0,0.0
2013-10-06 08:00:00,2.8,37.2,0.0,0.0
2013-10-06 09:00:00,5.4,37.1,0.0,0.0
2013-10-06 10:00:00,2.8,35.8,0.0,0.0
2013-10-06 11:00:00,3.8,47.0,12.0,0.3
2013-10-06 12:00:00,2.1,35.5,12.2,6.4
2013-10-06 13:00:00,5.2,31.9,17.8,2.3
2013-10-06 14:00:00,4.3,25.0,15.9,1.7
2013-10-06 15:00:00,3.5,11.7,13.8,6.7
2013-10-06 16:00:00,3.3,14.4,25.5,8.6
2013-10-06 17:00:00,4.3,25.4,47.0,5.7
2013-10-06 18:00:00,4.0,18.8,59.8,1.3
2013-10-06 19:00:00,1.8,16.1,63.6,4.3
2013-10-06 20:00:00,0.1,6.7,65.9,4.8
2013-10-06 21:00:00,0.0,2.1,48.0,6.4
2013-10-06 22:00:00,0.0,0.5,20.2,6.7
2013-10-06 23:00:00,0.0,0.2,0.0,0.0
2013-10-12 00:00:00,,5.6,1.3,0.0
2013-10-12 01:00:00,,4.1,0.0,
2013-10-12 02:00:00,,0.0,0.0,
2013-10-12 03:00:00,,0.0,0.0,
2013-10-12 04:00:00,,0.1,0.0,
2013-10-12 05:00:00,,11.9,0.0,
2013-10-12 06:00:00,6.0,36.4,0.0,
2013-10-12 07:00:00,8.8,59.3,0.0,0.0
2013-10-12 08:00:00,4.3,62.8,0.0,0.0
2013-10-12 09:00:00,13.1,67.7,0.0,0.0
2013-10-12 10:00:00,17.3,63.1,15.8,0.0
2013-10-12 11:00:00,20.8,57.3,13.4,1.8
2013-10-12 12:00:00,15.5,55.9,17.8,1.0
2013-10-12 13:00:00,5.8,37.8,13.8,3.2
2013-10-12 14:00:00,4.0,15.8,15.5,2.4
2013-10-12 15:00:00,4.9,8.3,21.8,0.6
2013-10-12 16:00:00,2.8,18.7,23.2,3.4
2013-10-12 17:00:00,0.0,3.1,23.7,10.1
2013-10-12 18:00:00,0.0,3.1,23.0,4.6
2013-10-12 19:00:00,0.0,1.3,36.3,1.1
2013-10-12 20:00:00,,5.8,35.3,5.5
2013-10-12 21:00:00,,7.4,32.1,1.2
2013-10-12 22:00:00,,0.6,31.5,0.9
2013-10-12 23:00:00,,0.6,13.5,0.0
2013-10-13 00:00:00,,1.5,11.0,0.0
2013-10-13 01:00:00,,0.2,14.3,
2013-10-13 02:00:00,,0.0,0.0,
2013-10-13 03:00:00,,0.0,0.0,
2013-10-13 04:00:00,,0.0,0.0,
2013-10-13 05:00:00,,2.0,0.0,
2013-10-13 06:00:00,3.4,19.6,0.0,
2013-10-13 07:00:00,2.7,51.9,0.0,0.0
2013-10-13 08:00:00,6.5,55.9,0.0,0.0
2013-10-13 09:00:00,11.3,57.8,3.3,0.0
2013-10-13 10:00:00,4.2,57.2,6.3,0.0
2013-10-13 11:00:00,4.5,58.8,0.0,0.0
2013-10-13 12:00:00,2.8,42.6,17.7,1.8
2013-10-13 13:00:00,3.5,42.9,18.7,1.5
2013-10-13 14:00:00,4.8,37.4,7.9,0.0
2013-10-13 15:00:00,4.2,42.4,11.4,1.0
2013-10-13 16:00:00,3.6,34.4,19.2,2.1
2013-10-13 17:00:00,1.5,24.1,42.8,3.6
2013-10-13 18:00:00,0.7,12.2,58.5,18.7
2013-10-13 19:00:00,0.2,7.3,78.7,8.1
2013-10-13 20:00:00,0.2,6.4,110.4,2.6
2013-10-13 21:00:00,,7.4,153.2,0.0
2013-10-13 22:00:00,,1.3,134.7,5.8
2013-10-13 23:00:00,,1.2,89.8,0.0
2013-10-19 00:00:00,,,2.8,
2013-10-19 01:00:00,,,1.9,
2013-10-19 02:00:00,,,0.0,
2013-10-19 03:00:00,,,0.0,
2013-10-19 04:00:00,,,0.0,
2013-10-19 05:00:00,,,0.0,
2013-10-19 06:00:00,,,1.4,
2013-10-19 07:00:00,,,1.8,0.0
2013-10-19 08:00:00,,,14.8,0.0
2013-10-19 09:00:00,,,0.9,0.0
2013-10-19 10:00:00,,,25.7,0.0
2013-10-19 11:00:00,,,54.8,5.4
2013-10-19 12:00:00,,,45.9,4.5
2013-10-19 13:00:00,,,55.1,2.3
2013-10-19 14:00:00,,,25.8,0.0
2013-10-19 15:00:00,,,42.4,1.8
2013-10-19 16:00:00,,,45.3,0.3
2013-10-19 17:00:00,,,43.3,6.2
2013-10-19 18:00:00,,,36.7,0.0
2013-10-19 19:00:00,,,30.0,0.0
2013-10-19 20:00:00,,,14.8,0.9
2013-10-19 21:00:00,,,10.6,0.4
2013-10-19 22:00:00,,,0.0,0.0
2013-10-19 23:00:00,,,12.3,0.0
2013-10-20 00:00:00,,,8.3,
2013-10-20 01:00:00,,,0.0,
2013-10-20 02:00:00,,,0.0,
2013-10-20 03:00:00,,,0.0,
2013-10-20 04:00:00,,,0.0,
2013-10-20 05:00:00,,,0.0,
2013-10-20 06:00:00,,,0.0,
2013-10-20 07:00:00,,,1.3,0.0
2013-10-20 08:00:00,,,1.3,0.0
2013-10-20 09:00:00,,,0.0,0.0
2013-10-20 10:00:00,,,0.0,0.0
2013-10-20 11:00:00,,,0.0,0.7
2013-10-20 12:00:00,,,2.5,1.2
2013-10-20 13:00:00,,,8.4,3.2
2013-10-20 14:00:00,,,14.6,0.6
2013-10-20 15:00:00,,,7.8,4.1
2013-10-20 16:00:00,,,28.7,9.7
2013-10-20 17:00:00,,,40.7,0.0
2013-10-20 18:00:00,,,46.0,0.0
2013-10-20 19:00:00,,,44.8,0.0
2013-10-20 20:00:00,,,31.8,0.3
2013-10-20 21:00:00,,,7.9,0.0
2013-10-20 22:00:00,,,0.0,0.0
2013-10-20 23:00:00,,,0.0,0.0
2013-10-26 00:00:00,,3.5,14.1,
2013-10-26 01:00:00,,0.0,0.0,
2013-10-26 02:00:00,,0.0,0.0,
2013-10-26 03:00:00,,0.0,0.0,
2013-10-26 04:00:00,,0.1,0.0,
2013-10-26 05:00:00,,0.8,0.0,
2013-10-26 06:00:00,1.8,10.3,0.0,
2013-10-26 07:00:00,4.3,28.2,3.1,0.0
2013-10-26 08:00:00,6.0,29.3,1.8,0.0
2013-10-26 09:00:00,3.8,31.6,7.3,0.0
2013-10-26 10:00:00,6.3,40.1,9.0,0.5
2013-10-26 11:00:00,20.0,39.0,25.6,4.8
2013-10-26 12:00:00,16.3,33.8,31.1,2.9
2013-10-26 13:00:00,7.3,24.8,21.3,0.0
2013-10-26 14:00:00,5.1,19.9,15.8,0.3
2013-10-26 15:00:00,5.2,25.6,12.4,7.0
2013-10-26 16:00:00,8.3,27.8,9.3,4.1
2013-10-26 17:00:00,1.8,22.3,12.4,1.4
2013-10-26 18:00:00,0.0,6.9,12.1,0.7
2013-10-26 19:00:00,0.0,2.8,17.8,4.4
2013-10-26 20:00:00,,2.2,35.9,9.6
2013-10-26 21:00:00,,8.3,19.8,2.3
2013-10-26 22:00:00,,9.7,0.0,0.0
2013-10-26 23:00:00,,0.6,1.1,0.0
2013-10-27 00:00:00,,0.3,1.3,
2013-10-27 01:00:00,,0.0,0.0,
2013-10-27 02:00:00,,0.0,0.0,
2013-10-27 03:00:00,,0.0,0.0,
2013-10-27 04:00:00,,0.0,0.0,
2013-10-27 05:00:00,,0.3,0.0,
2013-10-27 06:00:00,,6.4,0.0,
2013-10-27 07:00:00,,27.4,0.0,0.0
2013-10-27 08:00:00,4.2,30.8,0.0,0.0
2013-10-27 09:00:00,4.3,30.3,0.0,0.0
2013-10-27 10:00:00,10.2,27.3,0.0,0.0
2013-10-27 11:00:00,6.3,21.8,0.0,1.4
2013-10-27 12:00:00,3.4,21.4,20.1,0.3
2013-10-27 13:00:00,3.4,22.9,41.1,0.0
2013-10-27 14:00:00,1.8,15.8,26.3,0.0
2013-10-27 15:00:00,1.4,6.3,45.0,0.3
2013-10-27 16:00:00,0.6,11.2,53.3,2.1
2013-10-27 17:00:00,0.2,3.6,63.5,14.5
2013-10-27 18:00:00,1.9,19.6,68.5,10.8
2013-10-27 19:00:00,2.5,13.4,90.9,0.3
2013-10-27 20:00:00,,13.0,87.8,3.8
2013-10-27 21:00:00,,20.3,51.0,1.1
2013-10-27 22:00:00,,7.3,18.0,0.0
2013-10-27 23:00:00,,0.8,0.0,0.0
2013-11-02 00:00:00,,0.8,3.6,
2013-11-02 01:00:00,,0.0,0.0,
2013-11-02 02:00:00,,0.0,0.0,
2013-11-02 03:00:00,,0.0,0.0,
2013-11-02 04:00:00,,0.0,0.0,
2013-11-02 05:00:00,,0.5,0.0,
2013-11-02 06:00:00,1.3,6.1,0.0,
2013-11-02 07:00:00,3.7,35.0,0.0,0.0
2013-11-02 08:00:00,4.8,32.2,11.5,0.0
2013-11-02 09:00:00,1.8,34.8,19.9,0.4
2013-11-02 10:00:00,4.0,24.2,24.9,4.8
2013-11-02 11:00:00,4.6,25.7,22.0,13.4
2013-11-02 12:00:00,2.5,24.2,24.1,5.3
2013-11-02 13:00:00,14.3,17.6,16.0,1.1
2013-11-02 14:00:00,1.9,12.5,11.0,2.5
2013-11-02 15:00:00,1.9,16.5,6.6,0.0
2013-11-02 16:00:00,2.2,22.9,29.8,0.0
2013-11-02 17:00:00,6.9,17.2,31.8,0.8
2013-11-02 18:00:00,2.5,5.6,33.7,0.5
2013-11-02 19:00:00,0.0,2.4,25.0,0.0
2013-11-02 20:00:00,,8.3,20.3,0.0
2013-11-02 21:00:00,,1.5,10.2,0.0
2013-11-02 22:00:00,,2.3,1.4,0.0
2013-11-02 23:00:00,,6.4,7.3,0.0
2013-11-03 00:00:00,,0.2,0.0,
2013-11-03 01:00:00,,0.1,0.0,
2013-11-03 02:00:00,,0.0,0.0,
2013-11-03 03:00:00,,0.2,0.0,
2013-11-03 04:00:00,,0.2,0.0,
2013-11-03 05:00:00,,1.5,0.0,
2013-11-03 06:00:00,0.0,3.1,1.9,
2013-11-03 07:00:00,2.4,29.3,2.3,0.0
2013-11-03 08:00:00,7.9,40.9,0.0,0.0
2013-11-03 09:00:00,2.9,38.7,6.8,0.0
2013-11-03 10:00:00,5.6,34.6,1.8,0.0
2013-11-03 11:00:00,3.8,29.3,1.3,0.0
2013-11-03 12:00:00,2.5,8.4,0.0,0.0
2013-11-03 13:00:00,3.4,10.9,12.0,7.1
2013-11-03 14:00:00,3.3,4.1,4.5,3.9
2013-11-03 15:00:00,1.2,8.4,1.9,1.3
2013-11-03 16:00:00,3.5,4.7,24.9,4.2
2013-11-03 17:00:00,2.3,3.1,32.6,1.5
2013-11-03 18:00:00,0.3,4.9,22.7,0.3
2013-11-03 19:00:00,0.0,5.5,25.9,0.0
2013-11-03 20:00:00,0.3,0.3,29.8,3.1
2013-11-03 21:00:00,0.0,0.4,5.7,0.0
2013-11-03 22:00:00,0.0,0.7,0.0,0.0
2013-11-03 23:00:00,0.0,0.2,0.0,0.0
2013-11-09 00:00:00,,3.8,0.0,
2013-11-09 01:00:00,,0.6,0.0,
2013-11-09 02:00:00,,0.0,0.0,
2013-11-09 03:00:00,,0.0,0.0,
2013-11-09 04:00:00,,0.6,0.0,
2013-11-09 05:00:00,3.0,5.6,0.0,
2013-11-09 06:00:00,2.5,20.9,3.1,
2013-11-09 07:00:00,10.7,47.1,1.8,0.0
2013-11-09 08:00:00,10.9,56.9,0.0,0.0
2013-11-09 09:00:00,5.5,59.8,7.5,0.0
2013-11-09 10:00:00,7.5,66.8,35.9,0.0
2013-11-09 11:00:00,10.7,57.3,43.3,0.0
2013-11-09 12:00:00,9.8,45.4,23.7,4.1
2013-11-09 13:00:00,9.1,29.7,19.8,1.0
2013-11-09 14:00:00,2.9,22.1,14.4,3.7
2013-11-09 15:00:00,5.2,19.0,14.8,4.8
2013-11-09 16:00:00,1.7,31.7,17.8,5.0
2013-11-09 17:00:00,2.5,33.2,14.5,1.2
2013-11-09 18:00:00,1.1,18.8,21.5,2.3
2013-11-09 19:00:00,0.0,1.5,30.5,0.0
2013-11-09 20:00:00,,3.6,51.7,0.0
2013-11-09 21:00:00,,4.4,46.3,0.0
2013-11-09 22:00:00,,3.6,18.1,0.0
2013-11-09 23:00:00,,1.4,13.3,0.0
2013-11-10 00:00:00,,0.0,0.0,
2013-11-10 01:00:00,,0.2,0.0,
2013-11-10 02:00:00,,0.0,7.4,
2013-11-10 03:00:00,,0.0,0.0,
2013-11-10 04:00:00,,0.0,0.0,
2013-11-10 05:00:00,,0.5,0.0,
2013-11-10 06:00:00,0.0,0.4,6.1,
2013-11-10 07:00:00,2.3,11.7,15.1,1.1
2013-11-10 08:00:00,2.8,37.8,2.8,0.0
2013-11-10 09:00:00,2.2,61.2,1.3,0.0
2013-11-10 10:00:00,4.5,46.8,3.8,0.0
2013-11-10 11:00:00,5.3,49.1,0.0,0.0
2013-11-10 12:00:00,3.6,38.2,7.0,0.0
2013-11-10 13:00:00,3.0,36.4,11.3,4.1
2013-11-10 14:00:00,2.2,25.9,1.3,1.7
2013-11-10 15:00:00,2.2,24.8,2.8,2.3
2013-11-10 16:00:00,1.7,21.1,30.5,14.4
2013-11-10 17:00:00,0.5,15.1,37.5,7.5
2013-11-10 18:00:00,0.0,3.3,,
2013-11-10 19:00:00,0.0,1.1,,
2013-11-10 20:00:00,,2.3,,
2013-11-10 21:00:00,,3.3,,
2013-11-10 22:00:00,,1.2,,
2013-11-10 23:00:00,,3.7,,
2013-11-16 00:00:00,,0.8,0.0,
2013-11-16 01:00:00,,0.5,3.8,
2013-11-16 02:00:00,,0.0,0.0,
2013-11-16 03:00:00,,0.0,0.0,
2013-11-16 04:00:00,,0.0,0.0,
2013-11-16 05:00:00,,0.7,0.0,
2013-11-16 06:00:00,0.6,7.9,1.6,
2013-11-16 07:00:00,5.7,38.3,0.0,0.0
2013-11-16 08:00:00,3.5,41.3,0.0,0.0
2013-11-16 09:00:00,3.4,35.7,0.0,0.0
2013-11-16 10:00:00,4.2,32.1,0.0,0.4
2013-11-16 11:00:00,4.8,32.9,0.0,1.8
2013-11-16 12:00:00,3.9,15.6,14.3,4.8
2013-11-16 13:00:00,2.8,23.7,13.2,0.5
2013-11-16 14:00:00,1.8,14.4,6.0,0.0
2013-11-16 15:00:00,4.5,8.7,7.8,1.8
2013-11-16 16:00:00,0.0,5.3,32.0,0.3
2013-11-16 17:00:00,0.0,3.5,40.6,0.0
2013-11-16 18:00:00,0.3,6.7,42.8,0.0
2013-11-16 19:00:00,0.0,5.3,40.2,0.0
2013-11-16 20:00:00,,1.0,25.5,0.9
2013-11-16 21:00:00,,3.3,13.2,0.0
2013-11-16 22:00:00,,2.2,0.0,1.7
2013-11-16 23:00:00,,3.9,0.0,0.0
2013-11-17 00:00:00,,0.1,0.0,
2013-11-17 01:00:00,,0.0,3.5,
2013-11-17 02:00:00,,0.0,0.0,
2013-11-17 03:00:00,,0.0,0.0,
2013-11-17 04:00:00,,0.0,0.0,
2013-11-17 05:00:00,,0.3,0.0,
2013-11-17 06:00:00,,1.3,0.0,
2013-11-17 07:00:00,,27.3,0.0,0.0
2013-11-17 08:00:00,5.6,35.1,0.0,0.0
2013-11-17 09:00:00,10.4,34.7,0.0,0.0
2013-11-17 10:00:00,9.3,25.7,0.0,0.0
2013-11-17 11:00:00,3.1,23.7,0.0,0.8
2013-11-17 12:00:00,2.8,23.3,0.0,0.0
2013-11-17 13:00:00,1.0,14.1,16.5,1.3
2013-11-17 14:00:00,2.3,3.1,14.3,0.0
2013-11-17 15:00:00,0.9,1.7,14.6,6.5
2013-11-17 16:00:00,0.9,0.8,16.5,0.0
2013-11-17 17:00:00,0.0,4.2,29.8,7.6
2013-11-17 18:00:00,0.0,1.3,39.3,0.8
2013-11-17 19:00:00,0.0,1.3,47.9,0.9
2013-11-17 20:00:00,0.0,1.7,30.6,0.0
2013-11-17 21:00:00,0.0,2.8,5.3,0.0
2013-11-17 22:00:00,0.1,0.8,0.0,1.5
2013-11-17 23:00:00,0.0,0.2,0.0,1.5
2013-11-23 00:00:00,,0.3,0.0,
2013-11-23 01:00:00,,0.2,2.3,
2013-11-23 02:00:00,,0.0,0.0,
2013-11-23 03:00:00,,0.0,0.0,
2013-11-23 04:00:00,,0.0,0.0,
2013-11-23 05:00:00,,1.0,0.0,
2013-11-23 06:00:00,1.0,12.5,0.0,
2013-11-23 07:00:00,4.6,40.8,0.7,0.0
2013-11-23 08:00:00,4.5,63.1,0.0,0.0
2013-11-23 09:00:00,5.1,56.6,0.0,0.0
2013-11-23 10:00:00,9.4,37.0,0.0,0.0
2013-11-23 11:00:00,16.1,38.8,6.4,2.3
2013-11-23 12:00:00,5.5,21.6,6.7,1.5
2013-11-23 13:00:00,3.3,11.6,0.0,0.0
2013-11-23 14:00:00,1.0,9.8,0.0,0.0
2013-11-23 15:00:00,0.4,2.8,20.3,0.7
2013-11-23 16:00:00,3.3,7.0,41.2,2.3
2013-11-23 17:00:00,0.0,9.4,47.8,1.3
2013-11-23 18:00:00,0.2,3.9,38.4,1.4
2013-11-23 19:00:00,0.0,1.3,46.7,1.0
2013-11-23 20:00:00,,0.3,24.8,0.0
2013-11-23 21:00:00,,2.0,12.8,0.0
2013-11-23 22:00:00,,0.8,14.8,1.8
2013-11-23 23:00:00,,5.1,4.1,0.0
2013-11-24 00:00:00,,1.2,7.4,
2013-11-24 01:00:00,,0.0,5.3,
2013-11-24 02:00:00,,0.0,0.0,
2013-11-24 03:00:00,,0.0,0.0,
2013-11-24 04:00:00,,0.0,0.0,
2013-11-24 05:00:00,,0.3,0.0,
2013-11-24 06:00:00,0.3,2.1,2.6,
2013-11-24 07:00:00,1.6,24.2,0.0,0.0
2013-11-24 08:00:00,2.5,38.0,2.5,0.0
2013-11-24 09:00:00,11.3,29.5,0.0,0.0
2013-11-24 10:00:00,11.5,22.9,0.0,0.3
2013-11-24 11:00:00,18.3,31.3,0.0,4.0
2013-11-24 12:00:00,11.8,18.5,0.0,4.1
2013-11-24 13:00:00,4.8,8.1,6.8,1.1
2013-11-24 14:00:00,5.3,17.1,2.4,0.0
2013-11-24 15:00:00,4.8,24.6,2.0,0.0
2013-11-24 16:00:00,0.7,14.3,14.5,7.7
2013-11-24 17:00:00,1.6,18.6,27.6,11.8
2013-11-24 18:00:00,1.3,13.4,41.3,0.3
2013-11-24 19:00:00,,1.8,49.0,0.0
2013-11-24 20:00:00,,1.5,,
2013-11-24 21:00:00,,0.3,12.5,6.3
2013-11-24 22:00:00,,0.5,0.0,0.0
2013-11-24 23:00:00,,1.4,0.0,0.0
2013-11-30 00:00:00,,1.2,0.0,
2013-11-30 01:00:00,,0.0,1.3,
2013-11-30 02:00:00,,0.0,0.0,
2013-11-30 03:00:00,,0.0,0.0,
2013-11-30 04:00:00,,0.2,0.0,
2013-11-30 05:00:00,,6.5,0.0,
2013-11-30 06:00:00,3.4,23.4,1.5,
2013-11-30 07:00:00,3.3,40.2,6.2,0.0
2013-11-30 08:00:00,7.9,39.1,5.7,0.0
2013-11-30 09:00:00,8.5,37.8,0.0,0.0
2013-11-30 10:00:00,12.6,13.6,0.0,0.8
2013-11-30 11:00:00,7.9,10.8,16.4,0.0
2013-11-30 12:00:00,6.3,8.3,28.4,0.0
2013-11-30 13:00:00,14.4,15.6,23.3,0.0
2013-11-30 14:00:00,7.0,19.5,12.7,0.0
2013-11-30 15:00:00,6.3,17.1,1.3,2.9
2013-11-30 16:00:00,1.8,9.1,10.9,1.3
2013-11-30 17:00:00,2.1,18.2,27.2,1.5
2013-11-30 18:00:00,0.0,3.3,20.6,0.0
2013-11-30 19:00:00,0.1,6.6,15.8,0.0
2013-11-30 20:00:00,,21.3,16.6,3.8
2013-11-30 21:00:00,,24.6,14.1,1.6
2013-11-30 22:00:00,,4.9,2.4,4.7
2013-11-30 23:00:00,,1.1,0.0,0.8
2013-12-01 00:00:00,,0.8,0.0,0.0
2013-12-01 01:00:00,,0.3,0.0,
2013-12-01 02:00:00,,0.0,0.0,
2013-12-01 03:00:00,,0.0,0.0,
2013-12-01 04:00:00,,0.0,0.0,
2013-12-01 05:00:00,,0.6,0.0,
2013-12-01 06:00:00,,12.3,0.0,
2013-12-01 07:00:00,,39.5,0.0,0.0
2013-12-01 08:00:00,5.3,33.8,0.0,0.0
2013-12-01 09:00:00,8.4,21.9,0.0,0.0
2013-12-01 10:00:00,8.4,11.2,0.0,0.0
2013-12-01 11:00:00,2.9,22.4,0.0,1.4
2013-12-01 12:00:00,4.2,25.0,10.4,0.0
2013-12-01 13:00:00,3.7,34.9,9.0,0.0
2013-12-01 14:00:00,2.9,37.1,,
2013-12-01 15:00:00,4.6,42.3,,
2013-12-01 16:00:00,1.3,33.7,,
2013-12-01 17:00:00,1.4,22.8,,
2013-12-01 18:00:00,0.0,5.8,,
2013-12-01 19:00:00,0.0,2.3,,
2013-12-01 20:00:00,0.4,6.4,,
2013-12-01 21:00:00,0.3,6.4,,
2013-12-01 22:00:00,0.0,1.0,,
2013-12-01 23:00:00,0.0,0.0,,
2013-12-07 00:00:00,0.0,0.0,0.0,0.0
2013-12-07 01:00:00,,0.0,0.0,
2013-12-07 02:00:00,,0.1,0.0,
2013-12-07 03:00:00,,0.0,0.0,
2013-12-07 04:00:00,,0.0,0.0,
2013-12-07 05:00:00,,0.3,0.0,
2013-12-07 06:00:00,0.8,8.5,0.0,
2013-12-07 07:00:00,2.2,33.5,3.9,0.0
2013-12-07 08:00:00,6.9,39.6,0.0,0.0
2013-12-07 09:00:00,26.8,53.8,0.0,0.0
2013-12-07 10:00:00,21.5,55.8,3.3,0.0
2013-12-07 11:00:00,20.5,35.8,12.9,2.5
2013-12-07 12:00:00,7.7,32.0,30.6,0.6
2013-12-07 13:00:00,6.7,36.5,28.4,0.0
2013-12-07 14:00:00,19.1,24.9,24.3,0.0
2013-12-07 15:00:00,6.3,10.2,19.8,4.4
2013-12-07 16:00:00,0.2,6.9,23.3,13.5
2013-12-07 17:00:00,0.7,8.1,44.4,5.4
2013-12-07 18:00:00,0.0,0.8,54.9,0.0
2013-12-07 19:00:00,0.0,0.5,53.4,3.3
2013-12-07 20:00:00,0.0,0.2,24.1,0.0
2013-12-07 21:00:00,0.0,0.4,9.8,3.8
2013-12-07 22:00:00,0.5,4.8,0.0,1.6
2013-12-07 23:00:00,0.0,0.5,0.0,0.0
2013-12-08 00:00:00,,0.3,0.0,0.0
2013-12-08 01:00:00,,0.0,0.0,
2013-12-08 02:00:00,,0.0,1.0,
2013-12-08 03:00:00,,0.0,0.0,
2013-12-08 04:00:00,,0.0,0.0,
2013-12-08 05:00:00,,0.1,0.0,
2013-12-08 06:00:00,1.3,6.6,0.0,
2013-12-08 07:00:00,4.8,29.3,0.0,0.0
2013-12-08 08:00:00,5.6,27.4,0.0,0.0
2013-12-08 09:00:00,21.3,17.3,0.0,0.0
2013-12-08 10:00:00,6.4,8.8,0.0,0.0
2013-12-08 11:00:00,3.8,15.0,0.0,2.5
2013-12-08 12:00:00,17.9,11.3,13.7,0.0
2013-12-08 13:00:00,15.1,9.6,29.7,0.0
2013-12-08 14:00:00,4.3,9.8,17.5,0.0
2013-12-08 15:00:00,1.6,2.2,25.8,0.8
2013-12-08 16:00:00,0.0,1.9,28.3,9.6
2013-12-08 17:00:00,0.0,0.5,39.6,2.2
2013-12-08 18:00:00,0.0,0.7,42.8,0.3
2013-12-08 19:00:00,0.0,0.7,40.1,0.0
2013-12-08 20:00:00,,1.3,40.6,1.9
2013-12-08 21:00:00,,1.4,9.0,2.7
2013-12-08 22:00:00,,0.3,0.0,0.0
2013-12-08 23:00:00,,0.8,0.0,0.0
2013-12-14 00:00:00,,0.8,9.2,0.0
2013-12-14 01:00:00,,0.2,2.1,
2013-12-14 02:00:00,,0.0,0.0,
2013-12-14 03:00:00,,0.0,0.0,
2013-12-14 04:00:00,,0.0,0.0,
2013-12-14 05:00:00,,0.9,0.0,
2013-12-14 06:00:00,0.5,5.9,0.0,
2013-12-14 07:00:00,6.3,40.9,0.0,0.0
2013-12-14 08:00:00,12.5,57.3,1.5,0.0
2013-12-14 09:00:00,5.7,43.2,0.0,0.0
2013-12-14 10:00:00,8.6,41.7,0.0,0.0
2013-12-14 11:00:00,9.6,48.3,2.8,0.0
2013-12-14 12:00:00,7.5,44.4,25.2,0.4
2013-12-14 13:00:00,3.1,26.8,15.8,1.3
2013-12-14 14:00:00,4.3,30.4,9.4,2.3
2013-12-14 15:00:00,3.6,6.2,0.0,7.2
2013-12-14 16:00:00,3.3,12.8,21.2,8.8
2013-12-14 17:00:00,0.6,11.2,36.7,4.3
2013-12-14 18:00:00,0.0,2.0,42.9,0.4
2013-12-14 19:00:00,0.0,1.3,43.5,0.4
2013-12-14 20:00:00,0.0,0.5,31.2,2.5
2013-12-14 21:00:00,0.0,1.3,8.0,0.0
2013-12-14 22:00:00,0.0,1.3,8.3,0.0
2013-12-14 23:00:00,0.0,2.2,15.3,0.0
